iter	Passed	Remaining
302	715246	1645303
303	717600	1642927
304	720109	1640904
305	722593	1638823
306	725066	1636712
307	727256	1633966
308	729787	1631984
309	731875	1629013
310	734371	1626951
311	736836	1624818
312	739334	1622756
313	741680	1620359
314	744142	1618215
315	746633	1616130
316	749137	1614072
317	751652	1612035
318	754118	1609889
319	756587	1607748
320	758859	1605188
321	761371	1603136
322	763840	1600990
323	766332	1598890
324	768823	1596787
325	771285	1594620
326	773764	1592487
327	776255	1590378
328	778779	1588330
329	780640	1584936
330	783114	1582791
331	785589	1580643
332	788050	1578468
333	790555	1576376
334	792764	1573696
335	795276	1571617
336	797787	1569534
337	800264	1567381
338	802806	1565353
339	805314	1563257
340	807858	1561227
341	810352	1559099
342	812790	1556861
343	814650	1553519
344	817144	1551390
345	819654	1549288
346	822112	1547086
347	824565	1544876
348	826873	1542390
349	829382	1540281
350	831903	1538191
351	834397	1536049
352	836913	1533946
353	839375	1531741
354	841343	1528638
355	843891	1526590
356	846378	1524430
357	848839	1522221
358	851362	1520119
359	853851	1517957
360	856310	1515739
361	858852	1513668
362	861325	1511472
363	863712	1509123
364	866207	1506964
365	868633	1504681
366	871116	1502497
367	873609	1500329
368	875902	1497816
369	878381	1495622
370	880856	1493418
371	883341	1491232
372	885823	1489039
373	888305	1486842
374	890749	1484581
375	893260	1482431
376	895549	1479912
377	897990	1477645
378	900500	1475490
379	902991	1473302
380	905482	1471111
381	908003	1468969
382	910518	1466814
383	913002	1464608
384	915474	1462381
385	917956	1460169
386	920341	1457802
387	922806	1455560
388	925324	1453401
389	927783	1451148
390	930296	1448978
391	932801	1446793
392	935311	1444615
393	937793	1442392
394	940298	1440203
395	942787	1437988
396	945232	1435705
397	947583	1433279
398	949777	1430617
399	952287	1428431
400	954792	1426235
401	957160	1423835
402	959669	1421643
403	962190	1419468
404	964687	1417257
405	966824	1414516
406	969291	1412259
407	971797	1410058
408	974312	1407870
409	976817	1405663
410	979314	1403446
411	981817	1401234
412	984299	1398992
413	986747	1396700
414	989285	1394534
415	991820	1392363
416	994331	1390155
417	996312	1387209
418	998823	1385003
419	1001282	1382722
420	1003773	1380486
421	1006260	1378242
422	1008728	1375972
423	1010785	1373142
424	1013278	1370905
425	1015776	1368675
426	1018247	1366406
427	1020761	1364195
428	1022956	1361557
429	1025300	1359119
430	1027803	1356891
431	1030310	1354667
432	1032152	1351572
433	1034641	1349325
434	1037122	1347067
435	1039336	1344462
436	1041848	1342243
437	1044373	1340041
438	1046834	1337754
439	1049297	1335469
440	1051589	1332966
441	1053871	1330452
442	1056372	1328215
443	1058825	1325916
444	1061313	1323660
445	1063647	1321211
446	1066155	1318980
447	1068663	1316745
448	1071183	1314525
449	1073704	1312305
450	1076035	1309852
451	1078533	1307602
452	1081047	1305370
453	1083422	1302970
454	1085952	1300756
455	1088465	1298520
456	1090973	1296276
457	1093433	1293975
458	1095931	1291719
459	1098294	1289302
460	1100777	1287025
461	1102950	1284387
462	1105437	1282116
463	1107956	1279880
464	1110334	1277481
465	1112647	1275007
466	1115157	1272759
467	1117680	1270525
468	1120139	1268217
469	1122403	1265689
470	1124706	1263205
471	1127168	1260900
472	1129689	1258660
473	1132150	1256352
474	1134653	1254090
475	1137157	1251829
476	1139642	1249544
477	1141603	1246688
478	1143959	1244265
479	1146449	1241987
480	1148938	1239707
481	1151437	1237436
482	1153991	1235224
483	1156507	1232971
484	1158999	1230689
485	1161506	1228424
486	1164027	1226172
487	1166346	1223707
488	1168874	1221462
489	1171356	1219167
490	1173808	1216840
491	1176283	1214536
492	1178770	1212244
493	1180978	1209666
494	1183495	1207403
495	1185985	1205114
496	1188254	1202599
497	1190709	1200273
498	1193225	1198007
499	1195727	1195727
500	1198218	1193435
501	1200727	1191160
502	1203223	1188871
503	1205534	1186399
504	1208041	1184119
505	1210273	1181571
506	1212747	1179259
507	1215219	1176944
508	1217703	1174640
509	1219969	1172127
510	1222491	1169860
511	1224541	1167141
512	1227003	1164815
513	1229505	1162528
514	1232030	1160261
515	1234540	1157979
516	1237037	1155684
517	1239542	1153396
518	1242024	1151086
519	1244548	1148813
520	1247019	1146492
521	1249522	1144198
522	1252026	1141905
523	1254511	1139594
524	1257013	1137298
525	1259491	1134978
526	1261991	1132679
527	1264397	1130294
528	1266925	1128018
529	1269421	1125713
530	1271937	1123425
531	1274421	1121107
532	1276885	1118772
533	1279369	1116453
534	1281863	1114142
535	1284399	1111868
536	1286899	1109561
537	1289164	1107051
538	1291637	1104721
539	1294139	1102415
540	1296688	1100148
541	1299175	1097827
542	1301730	1095563
543	1304207	1093232
544	1306165	1090468
545	1308697	1088184
546	1310750	1085502
547	1313281	1083217
548	1315743	1080875
549	1318219	1078543
550	1320360	1075938
551	1322873	1073636
552	1325237	1071213
553	1327690	1068863
554	1330216	1066569
555	1332710	1064250
556	1335190	1061919
557	1337702	1059613
558	1340224	1057315
559	1342750	1055017
560	1345225	1052680
561	1347719	1050357
562	1350242	1048056
563	1352723	1045722
564	1355232	1043409
565	1357730	1041086
566	1360211	1038750
567	1362735	1036447
568	1365218	1034111
569	1367753	1031814
570	1370262	1029496
571	1372548	1027011
572	1375007	1024656
573	1377496	1022323
574	1380033	1020025
575	1382538	1017701
576	1384888	1015264
577	1387399	1012945
578	1389874	1010599
579	1392369	1008267
580	1394862	1005933
581	1397356	1003599
582	1399733	1001181
583	1402118	998769
584	1404571	996405
585	1407122	994110
586	1409574	991745
587	1412104	989433
588	1414592	987092
589	1417101	984765
590	1419590	982424
591	1422060	980068
592	1424368	977602
593	1426831	975241
594	1429344	972914
595	1431487	970337
596	1433940	967969
597	1436083	965393
598	1438535	963026
599	1441007	960671
600	1443487	958321
601	1446015	956003
602	1448453	953625
603	1450955	951288
604	1453442	948941
605	1455822	946524
606	1458355	944207
607	1460855	941867
608	1463332	939512
609	1465819	937163
610	1468329	934828
611	1470820	932480
612	1473317	930137
613	1475830	927802
614	1478318	925451
615	1480793	923091
616	1483342	920778
617	1485844	918434
618	1488379	916110
619	1490895	913774
620	1493375	911416
621	1495579	908889
622	1498059	906530
623	1500556	904181
624	1503055	901833
625	1505546	899479
626	1508054	897136
627	1510504	894757
628	1513027	892421
629	1515519	890066
630	1518035	887725
631	1520318	885248
632	1522792	882882
633	1525258	880511
634	1527718	878137
635	1530237	875796
636	1532704	873425
637	1535219	871080
638	1537693	868712
639	1539955	866225
640	1542233	863746
641	1544425	861221
642	1546905	858857
643	1549414	856508
644	1551877	854133
645	1554329	851753
646	1556826	849396
647	1559318	847037
648	1561822	844683
649	1564312	842321
650	1566750	839932
651	1569226	837562
652	1571717	835200
653	1574019	832738
654	1576497	830368
655	1578985	828004
656	1581470	825638
657	1583953	823270
658	1586239	820800
659	1588759	818451
660	1591269	816097
661	1593452	813575
662	1595954	811216
663	1598467	808863
664	1600947	806492
665	1603514	804165
666	1605909	801750
667	1608405	799387
668	1610864	797004
669	1613043	794484
670	1615593	792146
671	1618058	789766
672	1620448	787350
673	1622896	784961
674	1625381	782591
675	1627903	780237
676	1629955	777659
677	1632344	775243
678	1634803	772860
679	1637302	770495
680	1639809	768133
681	1642315	765771
