iter	Logloss
0	0.6621285927
1	0.637599308
2	0.6148118404
3	0.5930305119
4	0.5756022443
5	0.5600967633
6	0.5486260946
7	0.5387373262
8	0.5283862622
9	0.5199046807
10	0.5123238862
11	0.5058091409
12	0.5006360966
13	0.4951599899
14	0.4905025815
15	0.4874416654
16	0.4840900173
17	0.4812404668
18	0.478061459
19	0.4752553131
20	0.4728696116
21	0.4699004375
22	0.467934349
23	0.4667735498
24	0.4658402785
25	0.4641285422
26	0.4633764416
27	0.46251033
28	0.4613666899
29	0.4603286378
30	0.459680051
31	0.4585922187
32	0.4573018075
33	0.4563590865
34	0.455436916
35	0.4546535088
36	0.4537596185
37	0.4533922274
38	0.4528568132
39	0.4520906139
40	0.451628001
41	0.4510889489
42	0.4504497663
43	0.4498849955
44	0.449228434
45	0.4486929774
46	0.4482412796
47	0.4476483597
48	0.4472317273
49	0.4468301865
50	0.4464757921
51	0.4460139623
52	0.4456770975
53	0.4453016848
54	0.4449198509
55	0.4446472357
56	0.4442536727
57	0.443940687
58	0.4435272935
59	0.4432753363
60	0.4428638966
61	0.4426926166
62	0.4423426287
63	0.4420617483
64	0.4416041435
65	0.4411255581
66	0.4407489705
67	0.4404340502
68	0.4401347552
69	0.439752552
70	0.439518278
71	0.4395134682
72	0.4391121885
73	0.4385040228
74	0.4381168937
75	0.4377970544
76	0.4374579583
77	0.4371495254
78	0.4368476619
79	0.4363885188
80	0.4361349374
81	0.4359003403
82	0.435552608
83	0.4353774796
84	0.4350188571
85	0.4347102535
86	0.4344849352
87	0.4342700119
88	0.4339913958
89	0.4334771021
90	0.4332910865
91	0.4330548328
92	0.4328163181
93	0.4324104186
94	0.4320863857
95	0.4318452563
96	0.4316226243
97	0.4313377473
98	0.4311186083
99	0.4309535155
100	0.4306062522
101	0.430293483
102	0.4300766007
103	0.4299772487
104	0.4298498051
105	0.4294020647
106	0.4292700929
107	0.4288653226
108	0.4285820403
109	0.4282289196
110	0.427995765
111	0.4277065064
112	0.4274748061
113	0.4271645054
114	0.4270130894
115	0.4268047835
116	0.4265097742
117	0.4265097338
118	0.426203518
119	0.4260405526
120	0.425801873
121	0.4254517504
122	0.4253100499
123	0.4251408777
124	0.4248781754
125	0.4247406485
126	0.4245081744
127	0.4243108992
128	0.4241377766
129	0.4240100914
130	0.4238639077
131	0.4237030567
132	0.4233933832
133	0.4231324212
134	0.4229103333
135	0.4227175721
136	0.4225977062
137	0.422276806
138	0.4220397371
139	0.4219220902
140	0.4216598665
141	0.421477112
142	0.4212860614
143	0.4210515537
144	0.4207384102
145	0.4205047048
146	0.4201653908
147	0.4200614238
148	0.4198657376
149	0.4196555202
150	0.4196555128
151	0.4194893052
152	0.4193649027
153	0.41920425
154	0.419014357
155	0.4188552204
156	0.4185299164
157	0.4182666642
158	0.4180488412
159	0.4178124291
160	0.4178124251
161	0.4175541848
162	0.4173635165
163	0.4171921897
164	0.4170345655
165	0.4167781342
166	0.4165495923
167	0.4162930072
168	0.416087847
169	0.4158472339
170	0.415668006
171	0.4154530839
172	0.4151849006
173	0.4148717225
174	0.414696258
175	0.4145451864
176	0.4143182087
177	0.4140242712
178	0.4137547526
179	0.4135672239
180	0.4134280793
181	0.4132757518
182	0.4130645241
183	0.4128671166
184	0.4126287445
185	0.4124428379
186	0.4124247079
187	0.412137069
188	0.4119769139
189	0.4118147888
190	0.4117010447
191	0.4115364861
192	0.411219705
193	0.4110055944
194	0.4108459407
195	0.4107639041
196	0.4106033333
197	0.4104360663
198	0.4102186249
199	0.4100412243
200	0.4098603719
201	0.4098354747
202	0.4096407756
203	0.4093990626
204	0.4091678168
205	0.4089345646
206	0.4088554936
207	0.4087044729
208	0.4085264396
209	0.4082586067
210	0.4080173795
211	0.407808566
212	0.4075548811
213	0.4072702779
214	0.4070801393
215	0.4069288238
216	0.4066454775
217	0.4064751213
218	0.4063713051
219	0.4062374988
220	0.4061115099
221	0.4059733175
222	0.4057618299
223	0.4055826683
224	0.4053589088
225	0.4051979603
226	0.4049768088
227	0.4048453597
228	0.4047242807
229	0.4045240964
230	0.4043475365
231	0.4041548556
232	0.4038969328
233	0.4036807208
234	0.4035458631
235	0.403505382
236	0.4032950986
237	0.4030946279
238	0.4029279422
239	0.4026801859
240	0.4024569782
241	0.4022435813
242	0.4021391023
243	0.4020022917
244	0.4017532402
245	0.4014979417
246	0.4012694849
247	0.4010866508
248	0.4009332848
249	0.4008102166
250	0.4005441496
251	0.4002948176
252	0.399996086
253	0.3997630054
254	0.3995408184
255	0.3992496615
256	0.3991347607
257	0.3989189472
258	0.3987338974
259	0.3985247631
260	0.3983211643
261	0.3981589701
262	0.3979013206
263	0.3977973415
264	0.3975911891
265	0.3975032105
266	0.3972667846
267	0.3971418659
268	0.3970072347
269	0.3967883474
270	0.3965271268
271	0.3964442945
272	0.3963172986
273	0.3961483063
274	0.3959689637
275	0.3957480388
276	0.3955977937
277	0.395410309
278	0.3952601511
279	0.3952006409
280	0.3950308661
281	0.3947739601
282	0.3944925528
