iter	Passed	Remaining
243	132524	953745
244	133183	954026
245	133738	953566
246	134188	952357
247	134676	951421
248	135157	950444
249	135679	949759
250	136183	948942
251	136643	947827
252	137055	946384
253	137514	945276
254	138100	945039
255	138700	944899
256	139276	944590
257	139906	944641
258	140593	945069
259	141228	945144
260	141868	945246
261	142462	945034
262	143126	945290
263	143627	944458
264	144243	944385
265	144853	944271
266	145511	944463
267	145914	942996
268	146425	942243
269	146900	941248
270	147432	940627
271	147920	939727
272	148434	938996
273	148848	937634
274	149323	936667
275	149840	935962
276	150393	935477
277	150983	935228
278	151607	935181
279	152255	935286
280	152934	935566
281	153604	935788
282	154228	935728
283	154850	935647
284	155503	935746
285	156057	935251
286	156596	934665
287	157148	934163
288	157712	933724
289	158227	932997
290	158812	932681
291	159350	932091
292	159948	931847
293	160476	931200
294	161048	930808
295	161696	930847
296	162304	930655
297	162901	930397
298	163537	930356
299	164227	930623
300	164882	930684
301	165533	930714
302	166302	931401
303	167037	931893
304	167750	932253
305	168457	932571
306	169102	932544
307	169645	931950
308	170273	931823
309	170890	931631
310	171501	931401
311	172146	931359
312	172714	930892
313	173353	930811
314	174225	931968
315	174878	931946
316	175543	931987
317	176197	931962
318	176915	932273
319	177551	932145
320	178067	931388
321	178746	931478
322	179332	931086
323	179866	930418
324	180449	930007
325	181080	929844
326	181734	929791
327	182391	929749
328	183096	929953
329	183777	930025
330	184393	929766
331	185077	929846
332	185822	930229
333	186664	931084
334	187306	930941
335	188066	931376
336	188838	931864
337	189604	932316
338	190383	932823
339	191116	933100
340	191900	933617
341	192701	934206
342	193418	934387
343	194074	934265
344	194803	934493
345	195503	934576
346	196240	934830
347	196946	934931
348	197674	935132
349	198380	935224
350	199008	934942
351	199742	935159
352	200548	935703
353	201319	936080
354	202063	936324
355	202804	936548
356	203555	936813
357	204257	936845
358	204946	936817
359	205736	937245
360	206582	937919
361	207427	938581
362	208168	938767
363	208980	939265
364	209697	939330
365	210531	939913
366	211318	940279
367	212115	940688
368	212933	941176
369	213826	941994
370	214641	942456
371	215446	942866
372	216196	943035
373	217014	943490
374	217941	944414
375	218679	944507
376	219495	944934
377	220292	945275
378	221184	946017
379	222018	946500
380	222801	946758
381	223601	947088
382	224569	948115
383	225407	948589
384	226169	948735
385	226949	948956
386	227653	948852
387	228319	948583
388	229035	948523
389	229896	949057
390	230639	949101
391	231427	949326
392	232088	949024
393	232806	948952
394	233460	948616
395	234176	948531
396	235160	949528
397	235994	949907
398	236839	950326
399	237678	950714
400	238493	950999
401	239274	951144
402	240049	951261
403	240864	951534
404	241702	951891
405	242541	952242
406	243376	952575
407	244147	952653
408	245004	953060
409	245835	953360
410	246592	953372
411	247363	953430
412	248142	953516
413	248983	953834
414	249757	953893
415	250569	954091
416	251360	954205
417	252297	954868
418	253197	955383
419	254082	955835
420	254963	956265
421	255891	956864
422	256904	957773
423	257718	957933
424	258651	958533
425	259488	958766
426	260346	959076
427	261261	959586
428	262174	960085
429	263031	960371
430	263863	960562
431	264741	960911
432	265537	960964
433	266339	961029
434	267058	960796
435	267843	960796
436	268694	961030
437	269491	961062
438	270262	961001
439	271258	961736
440	272021	961637
441	272777	961509
442	273664	961842
443	274469	961880
444	275247	961820
445	276028	961768
446	276878	961950
447	277612	961730
448	278521	962107
449	279381	962314
450	280200	962374
451	281051	962539
452	281856	962544
453	282685	962624
454	283545	962810
455	284376	962888
456	285092	962576
457	285813	962281
458	286628	962297
459	287429	962264
460	288291	962430
461	289057	962273
462	289878	962297
463	290654	962165
464	291792	963227
465	292573	963106
466	293381	963071
467	294462	963922
468	295355	964155
469	296169	964125
470	297058	964337
471	297801	964069
472	298631	964081
473	299502	964220
474	300396	964432
475	301212	964385
476	302010	964281
477	302820	964209
478	303737	964476
479	304429	964026
480	305070	963414
481	305768	962980
482	306461	962530
483	307293	962515
484	308161	962606
485	308959	962480
486	309779	962414
487	310604	962366
488	311430	962313
489	312227	962171
490	313043	962084
491	313787	961771
492	314566	961564
493	315392	961499
494	316319	961739
495	317244	961966
496	318127	962063
497	318957	961997
498	319757	961834
499	320762	962286
500	321575	962159
501	322522	962427
502	323449	962633
503	324279	962543
504	325052	962284
505	325781	961891
506	326815	962396
507	327509	961896
508	328528	962350
509	329460	962541
510	330536	963148
511	331323	962908
512	332127	962716
513	333077	962944
514	334018	963141
515	334907	963184
516	335831	963324
517	336748	963439
518	337792	963911
519	338752	964142
520	339590	964018
521	340590	964352
522	341542	964548
523	342530	964837
524	343511	965104
525	344478	965326
526	345408	965441
527	346437	965824
528	347347	965876
529	348237	965865
530	349230	966138
531	350167	966251
532	351181	966572
533	352185	966862
534	353043	966745
535	353904	966634
536	354882	966841
537	355785	966836
538	356744	966983
539	357696	967104
540	358615	967136
541	359514	967108
542	360543	967424
543	361367	967189
544	362329	967320
545	363189	967175
546	364550	968358
547	365474	968374
548	366300	968128
549	367142	967921
550	368062	967917
551	368894	967678
552	369713	967405
553	370497	967038
554	371426	967046
555	372322	966966
556	373228	966910
557	374185	966981
558	375133	967025
559	376269	967549
560	377171	967468
561	378086	967417
562	379025	967423
563	380353	968417
564	381243	968291
565	382227	968400
566	383269	968651
567	384060	968264
568	385307	969023
569	386263	969046
570	387003	968525
571	387848	968266
572	388679	967969
573	389551	967770
574	390348	967385
575	391255	967271
576	392164	967158
577	392980	966814
578	393895	966710
579	394758	966478
580	395727	966500
581	396648	966405
582	397591	966357
583	398755	966846
584	399596	966545
585	400418	966197
586	401462	966381
587	402423	966364
588	403435	966465
589	404319	966254
590	405249	966152
591	406443	966677
592	407400	966632
593	408307	966465
594	409348	966613
595	410316	966585
596	411311	966617
597	412191	966374
598	413116	966237
599	414109	966255
600	415087	966235
601	416007	966076
602	416891	965832
603	417920	965922
604	418878	965843
605	419997	966133
606	420882	965881
607	421815	965734
608	422838	965794
609	423869	965867
610	424840	965798
611	425933	966005
612	426990	966127
613	427957	966041
614	428882	965857
615	429857	965784
616	430961	965995
617	431944	965933
618	432871	965744
619	433869	965710
620	434860	965657
621	435877	965658
622	436879	965623
623	437847	965509
624	438888	965555
625	439863	965451
626	440910	965502
627	441949	965532
628	443021	965632
629	444545	966710
630	445519	966587
631	446609	966711
632	447721	966880
633	448752	966870
634	449599	966462
635	450731	966662
636	451740	966596
637	452879	966804
638	454070	967121
639	455167	967231
640	456267	967343
641	457455	967639
642	458414	967447
643	459259	967012
644	460268	966920
645	461569	967439
646	462616	967418
647	463567	967196
648	464707	967364
649	465951	967744
650	467029	967776
651	468115	967822
652	469087	967627
653	470110	967535
654	471170	967519
655	472170	967374
656	473208	967304
657	474544	967840
658	475617	967834
659	476489	967417
660	477239	966753
661	478035	966181
662	478862	965669
663	479792	965366
664	480706	965026
665	481620	964688
666	482555	964386
667	483642	964389
668	484573	964076
669	485411	963578
670	486331	963241
671	487287	962973
672	488236	962689
673	489239	962510
674	490195	962235
675	491161	961978
676	492151	961767
677	493145	961561
678	494047	961172
679	495045	960971
680	496011	960702
681	496938	960358
682	497853	959989
683	499243	960532
684	500174	960188
685	501207	960037
686	502203	959816
687	503115	959429
688	504188	959349
689	505517	959751
690	507013	960463
691	507903	960024
692	508912	959810
693	509882	959519
694	510940	959392
695	511939	959150
696	512964	958957
697	513950	958686
698	514818	958195
699	515742	957806
700	516630	957350
701	517875	957553
702	518789	957140
703	519793	956892
704	520773	956598
705	521658	956128
706	522783	956095
707	523594	955485
708	524773	955546
709	525843	955406
710	526850	955147
711	527883	954935
712	529068	954994
713	530145	954856
714	531273	954806
715	532316	954601
716	533363	954399
717	534445	954260
718	535348	953798
719	536388	953580
720	537414	953333
721	538450	953102
722	539379	952680
723	540363	952354
724	541439	952186
725	542477	951950
726	543467	951628
727	544357	951129
728	545334	950781
729	546264	950350
730	547291	950086
731	548424	950002
732	549458	949745
733	550557	949598
734	551593	949340
735	552632	949085
736	553622	948745
737	554615	948407
738	555793	948383
739	556833	948121
740	557895	947894
741	559004	947745
742	560062	947507
743	561217	947431
744	562335	947290
745	563435	947115
746	564364	946651
747	565252	946118
748	566300	945851
749	567293	945489
750	568175	944941
751	569290	944779
752	570369	944555
753	571365	944192
754	572554	944145
755	573628	943907
756	574599	943497
757	575639	943198
758	576696	942925
759	577788	942707
760	578815	942382
761	579778	941949
762	580777	941574
763	581866	941344
764	582795	940852
765	583786	940460
766	584753	940027
767	585873	939838
768	587023	939695
769	588247	939668
770	589626	939884
771	590722	939646
772	591817	939405
773	593032	939351
774	594365	939481
775	595470	939247
776	596493	938881
777	597476	938452
778	598697	938395
779	599851	938228
780	600844	937809
781	601825	937370
782	602922	937108
783	604021	936849
784	604996	936396
785	606026	936024
786	607016	935591
787	607960	935086
788	609052	934807
789	610051	934382
790	611189	934170
791	612335	933966
792	613388	933618
793	614504	933365
794	615507	932939
795	616522	932529
796	617671	932319
797	618665	931874
798	619720	931519
799	620731	931097
800	621919	930937
801	622921	930498
802	623841	929935
803	624824	929464
804	625978	929247
805	626921	928715
806	627954	928314
807	628913	927803
808	629999	927477
809	630996	927019
810	632251	926937
811	633278	926520
812	634294	926086
813	635275	925597
814	636258	925111
815	637240	924623
816	638336	924299
817	639394	923916
818	640349	923386
819	641415	923012
820	642481	922637
821	643526	922230
822	644434	921627
823	645492	921236
824	646602	920918
825	647643	920501
826	648882	920361
827	649881	919881
828	650973	919529
829	652165	919317
830	653318	919048
831	654431	918720
832	655441	918247
833	656614	918001
834	657736	917680
835	658765	917228
836	659907	916932
837	661046	916629
838	662120	916235
839	663511	916278
840	664425	915658
841	665500	915261
842	666808	915181
843	667855	914740
844	669001	914433
845	670017	913948
846	671233	913733
847	672352	913384
848	673472	913034
849	674623	912726
850	675751	912384
851	676885	912047
852	678089	911803
853	679144	911357
854	680270	911005
855	681379	910629
856	682382	910109
857	683430	909647
858	684496	909209
859	686117	909504
860	687107	908961
861	688091	908408
862	689520	908441
863	690555	907952
864	691556	907417
865	692520	906834
866	693493	906260
867	694532	905772
868	695505	905198
869	696483	904628
870	697489	904093
871	698410	903448
872	699373	902856
873	700273	902183
874	701223	901572
875	702280	901099
876	703359	900652
877	704251	899966
878	705246	899410
879	706273	898893
880	707304	898381
881	708269	897784
882	709299	897267
883	710467	896925
884	711439	896333
885	712495	895846
886	713840	895720
887	714773	895076
888	715850	894611
889	716815	894005
890	717930	893586
891	718938	893031
892	720099	892665
893	721028	892010
894	721960	891359
895	722948	890775
896	723880	890122
897	724865	889533
898	725963	889082
899	726971	888520
900	727908	887870
901	728851	887227
902	729734	886509
903	730823	886042
904	731821	885463
905	732785	884842
906	733890	884390
907	734873	883790
908	735772	883089
909	736705	882426
910	737581	881697
911	738526	881049
912	739565	880512
913	740565	879928
914	741749	879560
915	742924	879181
916	744094	878793
917	745033	878132
918	746064	877579
919	747153	877092
920	748268	876635
921	749250	876022
922	750263	875443
923	751468	875086
924	752496	874523
925	753511	873942
926	754508	873341
927	755916	873214
928	757121	872849
929	758312	872467
930	759536	872121
931	760701	871705
932	762240	871715
933	763378	871265
934	764298	870564
935	765244	869893
936	766185	869215
937	767220	868644
938	768350	868178
939	769805	868078
940	770854	867518
941	771962	867023
942	773038	866491
943	774064	865903
944	775177	865410
945	776203	864819
946	777214	864210
947	778266	863646
948	779263	863020
949	780271	862405
950	781322	861837
951	782329	861219
952	783267	860525
953	784300	859935
954	785255	859258
955	786348	858731
956	787538	858309
957	788580	857724
958	789737	857264
959	790814	856715
960	791846	856116
961	793112	855770
962	794332	855371
963	795531	854948
964	796505	854283
965	797520	853660
966	798529	853030
967	799551	852414
968	800534	851755
969	801530	851110
970	802659	850604
971	803578	849874
972	804635	849291
973	805651	848663
974	806780	848154
975	807734	847459
976	808853	846936
977	810020	846463
978	810828	845613
979	811888	845026
980	812938	844428
981	813841	843677
982	814795	842977
983	815761	842290
984	816676	841549
985	817651	840871
986	818608	840172
987	819445	839351
988	820377	838626
989	821343	837936
990	822329	837266
991	823503	836785
992	824520	836145
993	825668	835636
994	826702	835011
995	827746	834395
996	829063	834053
997	830065	833391
998	831031	832694
999	831918	831918
1000	833082	831418
1001	834082	830752
1002	834870	829876
1003	835754	829095
1004	836901	828573
1005	837862	827867
1006	839055	827390
1007	840066	826732
1008	841036	826032
1009	842057	825382
1010	843090	824744
1011	844089	824071
1012	845051	823362
1013	845910	822551
1014	846969	821935
1015	847921	821215
1016	848877	820498
1017	849847	819794
1018	850748	819023
1019	851644	818246
1020	852621	817547
1021	853710	816955
1022	854674	816243
1023	855633	815525
1024	856852	815055
1025	857817	814341
1026	858722	813570
1027	859591	812765
1028	860594	812086
1029	861896	811689
1030	862824	810938
1031	863872	810298
1032	864971	809706
1033	865891	808947
1034	866924	808291
1035	868055	807727
1036	869070	807053
1037	870051	806348
1038	871045	805654
1039	872329	805227
1040	873433	804632
1041	874402	803913
1042	875722	803514
1043	876559	802673
1044	877778	802180
1045	878779	801486
1046	879824	800833
1047	880813	800128
1048	881716	799344
1049	882864	798782
1050	884289	798468
1051	885259	797743
1052	886216	797005
1053	887182	796276
1054	888232	795620
1055	889327	795005
1056	890335	794310
1057	891330	793604
1058	892461	793018
1059	893676	792505
1060	894796	791907
1061	895890	791285
1062	897257	790902
1063	898307	790240
1064	899323	789547
1065	900286	788806
1066	901337	788142
1067	902347	787441
1068	903368	786750
1069	904374	786045
1070	905280	785252
1071	906439	784678
1072	907447	783973
1073	908493	783300
1074	909441	782542
1075	910724	782072
1076	911680	781319
1077	912747	780661
1078	913646	779859
1079	914695	779185
1080	915738	778504
1081	916736	777785
1082	917707	777042
1083	918693	776313
1084	919685	775587
1085	920921	775066
1086	921845	774282
1087	922895	773603
1088	923960	772936
1089	925103	772334
1090	926384	771845
1091	927494	771213
1092	928671	770635
1093	929755	769979
1094	930949	769414
1095	931913	768658
1096	933092	768079
1097	934504	767689
1098	935521	766974
1099	936573	766287
1100	937838	765773
1101	938870	765068
1102	939948	764400
1103	941148	763830
1104	942320	763236
1105	943441	762600
1106	944556	761958
1107	945738	761370
1108	946971	760822
1109	948008	760114
1110	949171	759508
1111	950249	758832
1112	951403	758216
1113	952591	757626
1114	953700	756972
1115	954820	756327
1116	956014	755739
1117	957142	755098
1118	958288	754470
1119	959342	753768
1120	960405	753074
1121	961696	752557
1122	962874	751951
1123	964134	751407
1124	965277	750771
1125	966545	750231
1126	967827	749701
1127	968900	749008
1128	970018	748349
1129	971204	747741
1130	972497	747215
1131	973725	746637
1132	975022	746111
1133	976312	745579
1134	977675	745100
1135	979099	744667
1136	980298	744061
1137	981383	743367
1138	982601	742774
1139	983662	742061
1140	984694	741325
1141	985760	740615
1142	986788	739875
1143	987942	739229
1144	989420	738825
1145	990488	738112
1146	991501	737358
1147	992535	736620
1148	993755	736019
1149	994877	735344
1150	996030	734691
1151	997176	734032
1152	998431	733452
1153	999550	732772
1154	1000702	732115
1155	1001954	731531
1156	1003022	730810
1157	1004015	730035
1158	1005336	729497
1159	1006406	728777
1160	1007510	728080
1161	1008563	727346
1162	1009708	726677
1163	1010787	725960
1164	1012732	725864
1165	1013985	725269
1166	1015112	724583
1167	1016323	723956
1168	1017448	723267
1169	1018579	722582
1170	1019717	721900
1171	1020812	721188
1172	1021924	720487
1173	1023513	720120
1174	1024699	719470
1175	1025842	718787
1176	1027052	718151
1177	1028248	717504
1178	1029655	717003
1179	1030860	716360
1180	1032130	715761
1181	1033267	715069
1182	1034635	714537
1183	1035925	713948
1184	1037119	713293
1185	1038438	712722
1186	1039714	712121
1187	1040964	711500
1188	1042289	710930
1189	1043533	710304
1190	1044654	709593
1191	1045991	709027
1192	1047234	708397
1193	1048723	707932
1194	1049877	707239
1195	1051016	706535
1196	1052052	705762
1197	1053016	704940
1198	1054267	704310
1199	1055294	703529
1200	1056338	702759
1201	1057431	702021
1202	1058481	701254
1203	1059585	700523
1204	1060833	699885
1205	1061917	699139
1206	1063075	698441
1207	1064267	697764
1208	1065356	697019
1209	1066495	696306
1210	1067653	695606
1211	1068750	694864
1212	1069866	694134
1213	1070910	693356
1214	1072102	692675
1215	1073215	691941
1216	1074519	691329
1217	1075560	690549
1218	1076610	689772
1219	1077646	688987
1220	1078778	688262
1221	1079811	687474
1222	1080854	686691
1223	1082011	685981
1224	1083344	685381
1225	1084540	684693
1226	1085793	684040
1227	1086933	683316
1228	1088103	682609
1229	1089183	681846
1230	1090406	681171
1231	1091479	680402
1232	1092684	679715
1233	1093850	679003
1234	1095263	678442
1235	1096492	677766
1236	1097743	677104
1237	1098870	676364
1238	1100297	675808
1239	1101520	675125
1240	1102940	674562
1241	1104332	673980
1242	1105674	673367
1243	1107129	672821
1244	1108342	672127
1245	1109530	671417
1246	1110807	670760
1247	1112117	670121
1248	1113347	669434
1249	1114510	668706
1250	1116013	668180
1251	1117196	667462
1252	1118200	666636
1253	1119415	665935
1254	1120621	665229
1255	1121850	664535
1256	1123056	663827
1257	1124266	663120
1258	1125599	662485
1259	1127196	662004
1260	1128415	661299
1261	1129622	660587
1262	1130797	659855
1263	1131962	659117
1264	1133272	658462
1265	1134483	657749
1266	1135794	657093
1267	1137027	656391
1268	1138434	655788
1269	1139741	655126
1270	1140902	654380
1271	1142207	653716
1272	1143523	653057
1273	1144612	652267
1274	1145995	651644
1275	1147214	650927
1276	1148478	650234
1277	1149878	649618
1278	1151154	648930
1279	1152621	648349
1280	1153902	647662
1281	1155046	646898
1282	1156385	646242
1283	1157568	645497
1284	1158829	644796
1285	1160167	644136
1286	1161326	643376
1287	1162573	642664
1288	1164185	642153
1289	1165644	641556
1290	1166917	640855
1291	1168177	640146
1292	1169608	639530
1293	1170819	638793
1294	1171965	638019
1295	1173264	637328
1296	1174623	636669
1297	1175800	635910
1298	1177204	635273
1299	1178451	634550
1300	1179775	633868
1301	1180984	633123
1302	1182411	632495
1303	1183529	631699
1304	1184444	630796
1305	1185777	630114
1306	1186974	629360
1307	1188153	628595
1308	1189423	627877
1309	1190646	627134
1310	1191979	626448
1311	1193434	625825
1312	1194861	625186
1313	1196021	624406
1314	1197170	623621
1315	1198585	622973
1316	1200128	622390
1317	1201558	621747
1318	1202739	620974
1319	1203955	620219
1320	1205236	619496
1321	1206826	618932
1322	1208358	618336
1323	1209738	617660
1324	1211032	616941
1325	1212249	616181
1326	1213488	615431
1327	1214776	614706
1328	1216214	614055
1329	1217505	613329
1330	1218705	612557
1331	1220056	611860
1332	1221232	611074
1333	1222532	610349
1334	1223773	609594
1335	1225313	608987
1336	1226696	608302
1337	1227962	607556
1338	1229036	606716
1339	1230352	605994
1340	1231646	605260
1341	1232954	604533
1342	1234520	603931
1343	1235673	603126
1344	1236967	602389
1345	1238588	601810
1346	1239904	601081
1347	1241185	600336
1348	1242383	599549
1349	1243672	598805
1350	1244977	598068
1351	1246311	597344
1352	1247452	596527
1353	1248734	595777
1354	1249969	595003
1355	1251345	594296
1356	1252722	593589
1357	1254193	592924
1358	1255534	592198
1359	1256804	591437
1360	1258176	590723
1361	1259435	589955
1362	1260643	589163
1363	1261918	588401
1364	1263174	587630
1365	1264552	586915
1366	1265812	586144
1367	1267247	585453
1368	1268518	584686
1369	1269666	583861
1370	1270855	583054
1371	1272145	582293
1372	1273603	581608
1373	1275091	580936
1374	1276313	580142
1375	1277502	579332
1376	1278808	578574
1377	1280061	577792
1378	1281334	577018
1379	1282662	576268
1380	1284455	575726
1381	1285617	574899
1382	1286853	574105
1383	1288191	573356
1384	1289538	572610
1385	1290857	571851
1386	1292206	571104
1387	1293452	570312
1388	1294761	569545
1389	1296249	568857
1390	1297554	568088
1391	1298822	567301
1392	1300071	566506
1393	1301760	565901
1394	1303172	565175
1395	1304810	564545
1396	1306177	563797
1397	1307451	563008
1398	1308868	562280
1399	1310148	561492
1400	1311406	560694
1401	1312716	559917
1402	1313960	559112
1403	1315449	558410
1404	1316908	557694
1405	1318192	556903
1406	1319499	556121
1407	1321128	555474
1408	1322405	554678
1409	1323755	553911
1410	1325035	553115
1411	1326180	552262
1412	1327313	551403
1413	1328507	550569
1414	1330076	549890
1415	1331692	549229
1416	1332860	548382
1417	1334019	547531
1418	1335219	546696
1419	1336351	545833
1420	1337629	545030
1421	1338934	544236
1422	1340311	543471
1423	1341905	542793
1424	1343198	541992
1425	1344431	541166
1426	1345705	540356
1427	1346962	539539
1428	1348343	538771
1429	1349632	537965
1430	1351119	537237
1431	1352670	536534
1432	1353935	535716
1433	1355633	535068
1434	1356916	534256
1435	1358223	533452
1436	1359505	532638
1437	1360825	531838
1438	1362070	531008
1439	1363235	530147
1440	1364577	529353
1441	1365787	528508
1442	1366887	527620
1443	1368010	526740
1444	1369247	525904
1445	1370369	525023
1446	1371694	524220
1447	1372985	523403
1448	1374167	522543
1449	1375588	521774
1450	1376918	520970
1451	1378470	520249
1452	1380238	519608
1453	1381565	518799
1454	1383108	518071
1455	1384598	517322
1456	1385776	516456
1457	1387191	515677
1458	1388534	514871
1459	1389529	513935
1460	1390792	513098
1461	1392102	512278
1462	1393362	511439
1463	1394611	510595
1464	1395975	509793
1465	1397117	508909
1466	1398122	507974
1467	1399340	507117
1468	1401060	506441
1469	1402313	505595
1470	1404112	504945
1471	1405519	504153
1472	1406779	503308
1473	1408016	502453
1474	1409156	501564
1475	1410675	500808
1476	1411942	499963
1477	1413248	499131
1478	1414525	498287
1479	1415820	497450
1480	1417079	496599
1481	1418560	495826
1482	1419806	494969
1483	1421297	494197
1484	1422526	493334
1485	1423886	492515
1486	1425256	491699
1487	1426451	490821
1488	1427771	489987
1489	1429204	489190
1490	1430455	488331
1491	1431878	487529
1492	1433163	486680
1493	1434356	485799
1494	1435606	484937
1495	1436714	484026
1496	1437837	483121
1497	1438890	482191
1498	1440108	481317
1499	1441202	480400
1500	1442357	479504
1501	1443538	478616
1502	1444739	477735
1503	1446094	476903
1504	1447286	476017
1505	1448493	475136
1506	1449728	474264
1507	1450940	473383
1508	1452143	472499
1509	1453381	471627
1510	1454598	470747
1511	1455730	469838
1512	1456923	468950
1513	1458132	468066
1514	1459373	467192
1515	1461020	466447
1516	1462434	465626
1517	1463707	464760
1518	1465035	463911
1519	1466381	463067
1520	1467869	462267
1521	1469188	461413
1522	1470635	460599
1523	1472179	459814
1524	1473775	459044
1525	1475026	458166
1526	1476261	457283
1527	1477593	456429
1528	1478906	455569
1529	1480365	454752
1530	1481675	453890
1531	1483078	453055
1532	1484524	452232
1533	1485793	451355
1534	1486974	450451
1535	1488717	449716
1536	1490021	448848
1537	1491808	448124
1538	1492878	447184
1539	1494206	446321
1540	1495606	445479
1541	1496996	444633
1542	1498950	443953
1543	1500174	443056
1544	1501502	442190
1545	1502656	441271
1546	1503892	440377
1547	1505274	439524
1548	1506575	438647
1549	1507718	437724
1550	1508775	436776
1551	1510079	435899
1552	1511237	434979
1553	1512444	434073
1554	1513568	433143
1555	1515182	432352
1556	1516444	431461
1557	1517676	430560
1558	1518967	429675
1559	1520269	428794
1560	1521500	427891
1561	1522816	427012
1562	1524021	426102
1563	1525296	425210
1564	1526502	424299
1565	1527720	423391
1566	1529048	422513
1567	1530178	421579
1568	1531392	420669
1569	1532802	419812
1570	1534032	418904
1571	1535255	417995
1572	1536475	417085
1573	1537725	416182
1574	1539403	415394
1575	1540574	414469
1576	1542202	413666
1577	1543458	412762
1578	1544891	411905
1579	1546207	411017
1580	1547612	410151
1581	1549784	409488
1582	1550942	408555
1583	1552421	407706
1584	1553712	406807
1585	1555024	405914
1586	1556183	404980
1587	1557735	404148
1588	1559092	403264
1589	1560535	402402
1590	1561910	401522
1591	1563605	400723
1592	1564964	399837
1593	1566228	398926
1594	1567517	398021
1595	1568938	397149
1596	1570527	396319
1597	1571854	395422
1598	1573083	394500
1599	1574340	393585
1600	1575488	392642
1601	1576715	391718
1602	1578072	390826
1603	1579311	389904
1604	1580547	388982
1605	1581810	388065
1606	1583213	387182
1607	1584516	386275
1608	1585711	385340
1609	1587280	384496
1610	1589112	383714
