iter	RMSE
233	1725.36886
234	1724.893892
235	1724.699287
236	1724.508006
237	1724.40596
238	1724.304809
239	1723.81254
240	1723.495454
241	1722.635974
242	1722.04024
243	1721.139089
244	1720.827595
245	1720.055247
246	1719.670677
247	1719.315081
248	1719.240984
249	1718.797919
250	1718.490441
251	1717.857466
252	1717.604735
253	1717.250041
254	1716.977591
255	1716.727485
256	1716.478418
257	1716.069173
258	1715.837253
259	1715.514129
260	1715.328569
261	1715.015719
262	1714.174175
263	1713.512219
264	1713.323483
265	1713.105477
266	1712.669363
267	1712.038269
268	1711.639789
269	1711.432982
270	1711.207035
271	1710.820927
272	1710.451698
273	1709.939104
274	1709.787666
275	1709.305276
276	1709.304376
277	1708.060247
278	1707.68002
279	1707.466098
280	1707.052484
281	1706.615421
282	1706.434775
283	1705.767325
284	1705.477629
285	1704.875588
286	1704.692937
287	1704.378295
288	1702.97154
289	1702.268582
290	1701.852405
291	1701.669327
292	1701.64206
293	1701.290369
294	1701.119025
295	1700.933617
296	1700.601994
297	1700.246061
298	1699.674421
299	1699.053493
300	1698.591604
301	1698.101918
302	1697.592975
303	1697.358459
304	1697.013867
305	1696.66175
306	1696.441426
307	1696.049582
308	1695.711066
309	1695.313754
310	1695.145539
311	1694.836253
312	1694.262348
313	1694.156709
314	1693.806647
315	1693.767228
316	1693.260928
317	1692.759394
318	1692.466561
319	1692.185696
320	1691.701873
321	1691.597385
322	1691.436461
323	1691.300293
324	1690.99631
325	1690.836044
326	1690.576986
327	1690.069408
328	1689.90824
329	1689.891114
330	1689.256159
331	1689.104448
332	1688.753626
333	1688.623172
334	1688.600816
335	1688.587807
336	1688.274274
337	1687.809005
338	1687.516329
339	1687.16503
340	1686.682779
341	1685.931792
342	1685.326395
343	1684.666008
344	1684.537613
345	1684.514058
346	1684.252861
347	1684.021707
348	1683.65824
349	1682.948529
350	1682.514063
351	1682.3831
352	1682.341127
353	1682.061956
354	1681.929993
355	1681.725767
356	1681.620189
357	1681.546335
358	1681.291413
359	1681.145912
360	1680.991953
361	1680.870611
362	1680.434198
363	1680.234985
364	1679.864307
365	1679.470784
366	1679.111638
367	1678.954402
368	1678.757778
369	1678.573526
370	1678.40653
371	1678.202024
372	1677.918776
373	1677.440174
374	1676.766266
375	1676.414383
376	1676.262471
377	1676.230052
378	1676.028056
379	1675.096532
380	1674.682924
381	1674.503399
382	1674.453091
383	1674.381432
384	1674.005724
385	1673.695532
386	1673.409955
387	1673.039409
388	1672.717655
389	1672.407559
390	1671.973986
391	1671.701503
392	1671.399222
393	1670.993079
394	1670.479929
395	1669.584738
396	1669.37868
397	1668.922606
398	1668.674946
399	1668.624528
400	1668.482084
401	1667.860114
402	1667.150897
403	1666.515124
404	1666.449744
405	1666.039161
406	1665.756318
407	1665.170361
408	1664.890735
409	1664.77891
410	1664.259699
411	1663.786209
412	1663.333744
413	1663.214618
414	1662.961763
415	1662.723377
416	1662.417521
417	1662.238117
418	1661.917595
419	1661.702093
420	1661.68735
421	1661.636302
422	1661.584915
423	1661.246347
424	1661.097688
425	1660.456044
426	1660.401587
427	1660.239165
428	1660.228417
429	1659.74967
430	1659.468974
431	1659.117949
432	1658.77557
433	1658.302089
434	1658.16118
435	1658.024949
436	1657.888621
437	1657.432061
438	1657.026536
439	1656.9998
440	1656.607607
441	1656.20258
442	1656.079526
443	1655.958938
444	1655.68926
445	1655.607745
446	1655.151511
447	1654.826225
448	1654.743054
449	1654.507292
450	1654.223701
451	1654.132334
452	1653.868071
453	1653.55532
454	1653.210044
455	1652.852348
456	1652.454236
457	1652.113482
458	1651.711093
459	1651.601313
460	1651.35943
461	1651.101231
462	1650.908766
463	1650.20297
464	1650.001566
465	1649.759798
466	1649.656462
467	1649.312364
468	1649.12725
469	1648.906246
470	1648.885278
471	1648.418824
472	1648.416187
473	1648.099209
474	1648.003298
475	1647.990736
476	1647.731237
477	1647.39691
478	1647.262627
479	1646.729782
480	1646.294193
481	1646.144153
482	1646.080284
483	1645.941695
484	1645.851567
485	1645.810452
486	1645.506601
487	1645.357475
488	1645.161449
489	1645.0372
490	1644.787687
491	1644.390102
492	1644.06214
493	1643.948647
494	1643.912778
495	1643.739091
496	1643.348794
497	1642.995086
498	1642.845686
499	1642.753365
500	1642.697429
501	1642.628246
502	1642.362371
503	1642.330814
504	1642.246961
505	1641.902431
506	1641.730536
507	1641.683568
508	1641.486615
509	1641.367934
510	1641.052012
511	1640.852083
512	1640.709101
513	1640.62801
514	1640.554755
515	1640.233746
516	1640.094013
517	1640.009055
518	1639.671213
519	1639.367897
520	1638.76477
521	1638.628513
522	1638.560548
523	1638.475726
524	1638.147019
525	1637.770408
526	1637.652304
527	1637.512039
528	1637.168669
529	1637.056606
530	1636.973088
531	1636.711727
532	1636.710106
533	1636.477815
534	1636.185157
535	1636.157129
536	1635.99414
537	1635.975777
538	1635.610214
539	1635.574894
540	1635.03553
541	1634.262428
542	1634.112532
543	1634.015826
544	1633.86332
545	1633.670992
546	1633.36214
547	1633.191577
548	1632.789854
549	1632.418066
550	1631.723015
551	1631.531128
552	1631.360896
553	1631.132617
554	1631.043884
555	1630.975304
556	1630.961821
557	1630.76347
558	1630.514595
559	1630.279878
560	1630.067359
561	1629.935135
562	1629.883926
563	1629.751761
564	1629.726275
565	1629.602846
566	1629.509927
567	1629.121826
568	1628.950723
569	1628.659881
570	1628.267522
571	1627.65301
572	1627.461303
573	1627.306911
574	1627.118222
575	1627.107305
576	1626.896081
577	1626.202505
578	1626.190103
579	1625.88415
580	1625.866007
581	1625.514116
582	1625.154891
583	1624.998512
584	1624.735776
585	1624.692563
586	1624.691303
587	1624.373648
588	1624.261609
589	1624.09389
590	1624.076317
591	1624.063988
592	1624.040886
593	1623.8196
594	1623.583115
595	1623.529493
596	1623.386457
597	1623.330828
598	1623.080499
599	1622.849538
600	1622.397685
601	1622.20332
602	1621.885184
603	1621.711614
604	1621.443867
605	1621.327706
606	1620.911123
607	1620.573705
608	1620.417213
609	1620.386232
610	1620.265985
611	1620.034732
612	1619.904871
613	1619.45138
614	1619.206364
615	1618.793972
616	1618.316338
617	1618.037704
618	1617.922885
619	1617.869098
620	1617.748558
621	1617.285071
622	1617.197717
623	1617.033013
624	1617.001567
625	1616.610255
626	1616.475941
627	1616.357471
628	1616.243627
629	1616.153494
630	1615.855592
631	1615.800979
632	1615.521494
633	1615.380558
634	1615.235263
635	1615.234334
636	1615.043251
637	1615.014689
638	1614.896656
639	1614.825138
640	1614.824424
641	1614.716875
642	1614.448767
643	1614.353845
644	1614.098032
645	1613.867548
646	1613.547081
647	1613.532582
648	1613.492745
649	1613.367539
650	1613.280548
651	1613.232221
652	1613.068559
653	1612.789883
654	1612.51662
655	1612.046386
656	1611.726973
657	1611.574663
658	1611.386796
659	1611.03559
660	1610.9332
661	1610.460574
662	1610.183684
663	1609.982148
664	1609.85865
665	1609.635491
666	1609.502046
667	1609.222827
668	1608.95728
669	1608.696306
670	1608.687355
671	1608.524562
672	1608.361507
673	1608.001522
674	1607.950136
675	1607.53824
676	1607.173805
677	1607.020669
678	1606.808484
679	1606.795205
680	1606.578105
681	1606.298883
682	1606.083548
683	1606.010204
684	1605.732084
685	1605.342267
686	1605.163446
687	1604.954647
688	1604.708717
689	1604.523799
690	1604.347179
691	1604.302449
692	1603.90728
693	1603.620098
694	1603.562655
695	1603.455722
696	1603.206096
697	1603.026679
698	1602.95026
699	1602.831726
700	1602.714333
701	1602.522883
702	1602.188584
703	1601.938507
704	1601.899323
705	1601.322383
706	1601.146363
707	1600.952514
708	1600.657722
709	1600.38256
710	1600.253714
711	1599.942722
712	1599.648521
713	1599.488162
714	1599.380033
715	1599.377039
716	1599.178825
717	1599.14951
718	1598.83064
719	1598.220962
720	1598.187271
721	1598.019667
722	1597.885529
723	1597.592697
724	1597.255372
725	1597.116179
726	1597.031458
727	1596.650574
728	1596.502763
729	1596.300719
730	1596.224973
731	1596.027412
732	1595.786312
733	1595.659543
734	1595.594765
735	1595.32441
736	1595.307468
737	1595.044076
738	1594.949142
739	1594.791947
740	1594.571947
741	1594.56605
742	1594.191044
743	1594.153387
744	1594.071639
745	1593.655258
746	1593.416302
747	1593.262148
748	1593.205843
749	1593.002172
750	1592.720118
751	1592.539429
752	1592.332627
753	1591.971432
754	1591.827085
755	1591.643791
756	1591.390542
757	1591.295428
758	1591.07639
759	1591.025368
760	1590.748439
761	1590.235894
762	1589.975469
763	1589.93533
764	1589.881788
765	1589.542701
766	1589.246952
767	1589.163523
768	1589.13151
769	1589.031184
770	1588.831225
771	1588.634843
772	1588.452238
773	1588.164796
774	1588.062553
775	1587.795985
776	1587.664711
777	1587.635368
778	1587.514955
779	1587.444045
780	1587.273297
781	1587.117734
782	1586.92337
783	1586.885775
784	1586.732366
785	1586.726473
786	1586.644143
787	1586.581252
788	1586.56471
789	1586.202881
790	1586.034723
791	1585.98167
792	1585.902783
793	1585.780051
794	1585.639067
795	1585.455664
796	1585.306937
797	1585.277974
798	1585.004448
799	1584.859542
800	1584.7232
801	1584.515832
802	1584.132041
803	1583.780976
804	1583.708691
805	1583.403479
806	1582.887722
807	1582.611142
808	1582.595646
809	1582.464419
810	1582.367516
811	1582.33725
812	1582.129917
813	1581.908849
814	1581.499431
815	1581.392285
816	1581.180872
817	1580.899124
818	1580.778469
819	1580.773644
820	1580.744822
821	1580.609166
822	1580.48511
823	1580.18377
824	1580.052397
825	1579.969404
826	1579.915326
827	1579.46242
828	1579.06151
829	1578.871639
830	1578.776376
831	1578.639425
832	1578.169611
833	1578.113065
834	1577.945034
835	1577.754222
836	1577.505975
837	1577.029041
838	1576.564595
839	1576.404678
840	1576.379783
841	1575.965098
842	1575.780625
843	1575.641878
844	1575.594284
845	1575.528416
846	1575.328713
847	1575.290536
848	1575.169711
849	1575.121075
850	1574.878377
851	1574.60819
852	1574.558928
853	1574.268834
854	1573.797614
855	1573.732514
856	1573.469642
857	1573.461704
858	1573.345093
859	1572.97143
860	1572.844179
861	1572.760846
862	1572.483604
863	1572.400019
864	1572.15544
865	1572.057522
866	1572.025503
867	1571.809807
868	1571.635299
869	1571.322347
870	1571.152618
871	1571.093973
872	1570.906949
873	1570.813022
874	1570.796309
875	1570.713052
876	1570.515287
877	1570.441327
878	1570.441177
879	1570.407529
880	1570.370379
881	1570.307526
882	1570.137865
883	1570.12879
884	1570.093094
885	1570.015412
886	1569.852609
887	1569.631805
888	1569.621767
889	1569.511092
890	1569.511001
891	1569.387629
892	1569.284844
893	1569.218219
894	1568.868931
895	1568.737806
896	1568.409991
897	1568.210456
898	1568.209193
899	1567.915336
900	1567.690237
901	1567.449563
902	1567.21021
903	1567.121639
904	1566.944575
905	1566.583935
906	1566.413832
907	1566.164656
908	1565.846453
909	1565.831865
910	1565.702377
911	1565.285484
912	1564.976646
913	1564.928039
914	1564.745749
915	1564.740237
916	1564.641045
917	1564.39666
918	1563.97722
919	1563.74927
920	1563.675321
921	1563.175812
922	1563.141205
923	1563.13971
924	1563.10574
925	1562.751792
926	1562.413011
927	1562.328294
928	1562.272376
929	1562.231559
930	1562.075788
931	1561.900261
932	1561.757912
933	1561.675733
934	1561.184415
935	1561.175132
936	1560.952911
937	1560.773173
938	1560.66777
939	1560.557796
940	1560.550423
941	1560.515774
942	1560.405742
943	1560.147463
944	1560.006497
945	1559.561329
946	1559.485792
947	1559.146276
948	1558.947728
949	1558.85194
950	1558.695187
951	1558.469919
952	1558.459442
953	1558.2075
954	1557.883634
955	1557.447787
956	1557.439683
957	1557.287825
958	1557.027498
959	1557.004804
960	1556.656245
961	1556.588326
962	1556.248827
963	1556.205843
964	1555.760979
965	1555.516997
966	1555.118114
967	1554.81497
968	1554.790184
969	1554.705611
970	1554.645093
971	1554.129653
972	1553.906004
973	1553.744356
974	1553.282836
975	1552.949894
976	1552.70208
977	1552.560246
978	1552.550546
979	1552.462234
980	1552.107119
981	1551.851505
982	1551.772506
983	1551.675349
984	1551.401895
985	1551.20183
986	1550.745624
987	1550.313944
988	1549.965167
989	1549.887117
990	1549.881766
991	1549.762299
992	1549.636107
993	1549.594777
994	1549.464985
995	1549.440071
996	1549.364372
997	1549.217382
998	1549.068524
999	1549.057559
1000	1548.965326
1001	1548.754168
1002	1548.706648
1003	1548.475502
1004	1548.43588
1005	1548.33517
1006	1548.310243
1007	1548.149157
1008	1548.088756
1009	1547.924366
1010	1547.91101
1011	1547.663053
1012	1547.57442
1013	1547.56537
1014	1547.508084
1015	1547.302012
1016	1547.275096
1017	1547.190391
1018	1547.012757
1019	1546.870089
1020	1546.589234
1021	1546.435383
1022	1546.068598
1023	1545.538247
1024	1545.445776
1025	1545.335285
1026	1545.300796
1027	1545.019992
1028	1544.903218
1029	1544.883667
1030	1544.775328
1031	1544.664161
1032	1544.484359
1033	1544.313379
1034	1544.026196
1035	1543.958841
1036	1543.837044
1037	1543.700577
1038	1543.636109
1039	1543.600898
1040	1543.551924
1041	1543.388645
1042	1543.230649
1043	1543.206074
1044	1543.030815
1045	1542.839099
1046	1542.759652
1047	1542.48613
1048	1542.187598
1049	1542.079844
1050	1541.880766
1051	1541.703282
1052	1541.519873
1053	1541.427632
1054	1541.40174
1055	1541.343495
1056	1541.264624
1057	1541.02127
1058	1540.894517
1059	1540.811662
1060	1540.512955
1061	1540.373916
1062	1540.271876
1063	1540.23984
1064	1540.226181
1065	1539.898916
1066	1539.583986
1067	1539.464173
1068	1539.20282
1069	1539.078814
1070	1538.835886
1071	1538.76096
1072	1538.719274
1073	1538.484876
1074	1538.175397
1075	1538.119467
1076	1538.084327
1077	1537.781246
1078	1537.634909
1079	1537.447196
1080	1537.172668
1081	1536.919097
1082	1536.635212
1083	1536.318739
1084	1535.829117
1085	1535.491562
1086	1535.276435
1087	1535.203047
1088	1534.871216
1089	1534.56719
1090	1534.524383
1091	1534.393633
1092	1534.080171
1093	1533.920827
1094	1533.769912
1095	1533.747159
1096	1533.526329
1097	1533.465298
1098	1533.076249
1099	1532.892354
1100	1532.699129
1101	1532.414978
1102	1532.190666
1103	1531.996609
1104	1531.835376
1105	1531.77886
1106	1531.648275
1107	1531.572966
1108	1531.398299
1109	1531.332675
1110	1531.25079
1111	1531.096756
1112	1531.009578
1113	1530.870369
1114	1530.657456
1115	1530.468354
1116	1530.35277
1117	1530.247497
1118	1530.183286
1119	1530.101973
1120	1529.890503
1121	1529.740389
1122	1529.677562
1123	1529.549515
1124	1529.489908
1125	1529.397879
1126	1529.272673
1127	1529.147532
1128	1529.076698
1129	1529.051849
1130	1528.956262
1131	1528.931345
1132	1528.697407
1133	1528.630074
1134	1528.532719
1135	1528.457154
1136	1528.401248
1137	1528.114629
1138	1527.896363
1139	1527.595295
1140	1527.498172
1141	1527.170439
1142	1527.105309
1143	1527.047938
1144	1526.875064
1145	1526.773721
1146	1526.470317
1147	1526.237434
1148	1525.936207
1149	1525.86134
1150	1525.718955
1151	1525.521082
1152	1525.407604
1153	1525.2633
1154	1525.163138
1155	1524.931565
1156	1524.670553
1157	1524.529209
1158	1524.50375
1159	1524.463193
1160	1524.34708
1161	1524.151675
1162	1523.893683
1163	1523.884012
1164	1523.786208
1165	1523.560938
1166	1523.479342
1167	1523.118395
1168	1523.021763
1169	1522.918248
1170	1522.849214
1171	1522.726551
1172	1522.490512
1173	1522.412088
1174	1522.277055
1175	1522.064673
1176	1522.051742
1177	1522.001584
1178	1521.990717
1179	1521.944706
1180	1521.842975
1181	1521.778013
1182	1521.677047
1183	1521.576554
1184	1521.551012
1185	1521.497892
1186	1521.298447
1187	1521.295183
1188	1521.176462
1189	1521.132844
1190	1520.938021
1191	1520.727346
1192	1520.644103
1193	1520.53445
1194	1520.468688
1195	1520.30643
1196	1520.064051
1197	1519.604916
1198	1519.324563
1199	1519.045406
1200	1518.844178
1201	1518.82869
1202	1518.691223
1203	1518.516493
1204	1518.430326
1205	1518.274405
1206	1518.208053
1207	1518.102174
1208	1517.947011
1209	1517.73868
1210	1517.605416
1211	1517.568621
1212	1517.538259
1213	1517.468952
1214	1517.344228
1215	1517.151518
1216	1517.128667
1217	1516.964429
1218	1516.842594
1219	1516.772553
1220	1516.685473
1221	1516.568898
1222	1516.306875
1223	1516.068422
1224	1515.940317
1225	1515.886749
1226	1515.785
1227	1515.689396
1228	1515.643665
1229	1515.430398
1230	1515.069621
1231	1515.045802
1232	1514.922017
1233	1514.700475
1234	1514.462928
1235	1514.439242
1236	1514.355318
1237	1514.251442
1238	1514.119455
1239	1514.087016
1240	1514.022874
1241	1513.890492
1242	1513.853327
1243	1513.70051
1244	1513.630853
1245	1513.617509
1246	1513.552696
1247	1513.432782
1248	1513.262924
1249	1513.048382
1250	1512.886319
1251	1512.598539
1252	1512.489487
1253	1512.429287
1254	1512.279607
1255	1512.174969
1256	1511.95958
1257	1511.857061
1258	1511.780751
1259	1511.627664
1260	1511.257519
1261	1511.01364
1262	1510.930651
1263	1510.85376
1264	1510.836979
1265	1510.790375
1266	1510.560498
1267	1510.493459
1268	1510.090935
1269	1509.906528
1270	1509.896945
1271	1509.666075
1272	1509.573685
1273	1509.485658
1274	1509.330936
1275	1509.074824
1276	1509.059754
1277	1508.893424
1278	1508.88304
1279	1508.7807
1280	1508.67892
1281	1508.608335
1282	1508.502981
1283	1508.410511
1284	1508.360714
1285	1508.354896
1286	1508.260217
1287	1507.921269
1288	1507.887493
1289	1507.794172
1290	1507.712733
1291	1507.5829
1292	1507.451168
1293	1507.437986
1294	1507.21524
1295	1507.074538
1296	1506.808704
1297	1506.715981
1298	1506.654506
1299	1506.507024
1300	1506.443478
1301	1506.22123
1302	1506.112756
1303	1506.036929
1304	1505.967774
1305	1505.686286
1306	1505.476435
1307	1505.43565
1308	1505.39539
1309	1505.346509
1310	1505.138178
1311	1505.054485
1312	1504.963313
1313	1504.819813
1314	1504.797875
1315	1504.728816
1316	1504.667004
1317	1504.603686
1318	1504.584147
1319	1504.544659
1320	1504.477219
1321	1504.406182
1322	1504.271637
1323	1504.224971
1324	1503.889491
1325	1503.875263
1326	1503.813316
1327	1503.795706
1328	1503.620687
1329	1503.267658
1330	1503.16702
1331	1503.146133
1332	1503.126828
1333	1503.04324
1334	1502.930861
1335	1502.85159
1336	1502.798902
1337	1502.552977
1338	1502.226585
1339	1502.212392
1340	1502.019219
1341	1501.97152
1342	1501.962058
1343	1501.850518
1344	1501.694113
1345	1501.429519
1346	1501.293821
1347	1501.075924
1348	1500.841862
1349	1500.352007
1350	1500.084283
1351	1499.757694
1352	1499.536094
1353	1499.504962
1354	1499.294776
1355	1499.234812
1356	1499.177401
1357	1499.055248
1358	1499.030669
1359	1498.935243
1360	1498.887593
1361	1498.559047
1362	1498.525471
1363	1498.363888
1364	1498.095213
1365	1497.589515
1366	1497.319809
1367	1497.273947
1368	1497.194353
1369	1497.08401
1370	1496.962682
1371	1496.942183
1372	1496.917747
1373	1496.910614
1374	1496.610767
1375	1496.556548
1376	1496.522556
1377	1496.484168
1378	1496.329135
1379	1496.053545
1380	1495.945091
1381	1495.832368
1382	1495.65342
1383	1495.633737
1384	1495.580646
1385	1495.494405
1386	1495.373522
1387	1495.19628
1388	1495.065934
1389	1495.039083
1390	1494.88815
1391	1494.706062
1392	1494.495812
1393	1494.366054
1394	1494.274307
1395	1494.251563
1396	1494.125466
1397	1493.889406
1398	1493.8673
1399	1493.688422
1400	1493.331967
1401	1493.24734
1402	1493.066547
1403	1493.010869
1404	1492.898633
1405	1492.835216
1406	1492.630723
1407	1492.601609
1408	1492.521731
1409	1492.292645
1410	1492.148233
1411	1491.926477
1412	1491.611236
1413	1491.536963
1414	1491.474317
1415	1491.438045
1416	1491.178266
1417	1491.129486
1418	1491.114747
1419	1491.032619
1420	1490.809636
1421	1490.794111
1422	1490.723869
1423	1490.503506
1424	1490.291554
1425	1490.205802
1426	1490.042303
1427	1489.654318
1428	1489.633285
1429	1489.34983
1430	1489.286315
1431	1489.242568
1432	1489.119176
1433	1489.099292
1434	1488.973447
1435	1488.820853
1436	1488.581886
1437	1488.373971
1438	1488.310969
1439	1488.071002
1440	1487.885401
1441	1487.850476
1442	1487.754776
1443	1487.646239
1444	1487.593809
1445	1487.266522
1446	1487.241057
1447	1487.120969
1448	1486.935696
1449	1486.893077
1450	1486.700761
1451	1486.604765
1452	1486.564804
1453	1486.490166
1454	1486.434244
1455	1486.376686
1456	1486.113436
1457	1485.970178
1458	1485.945859
1459	1485.868924
1460	1485.717617
1461	1485.656677
1462	1485.513648
1463	1485.191748
1464	1485.078414
1465	1485.046764
1466	1484.908391
1467	1484.800139
1468	1484.643392
1469	1484.459725
1470	1484.352462
1471	1484.10846
1472	1484.067685
1473	1483.994914
1474	1483.954322
1475	1483.875236
1476	1483.781051
1477	1483.74124
1478	1483.660164
1479	1483.449974
1480	1483.248225
1481	1483.19401
1482	1483.039714
1483	1482.945542
1484	1482.941858
1485	1482.868671
1486	1482.800034
1487	1482.398033
1488	1482.392679
1489	1482.295342
1490	1482.274029
1491	1482.235289
1492	1482.081828
1493	1482.004624
1494	1481.97916
1495	1481.899889
1496	1481.850356
1497	1481.710631
1498	1481.429952
1499	1481.338345
1500	1481.330299
1501	1481.164214
1502	1481.025149
1503	1480.955755
1504	1480.944749
1505	1480.759753
1506	1480.733806
1507	1480.546135
1508	1480.374487
1509	1480.20481
1510	1480.153576
1511	1479.964696
1512	1479.722583
1513	1479.499904
1514	1479.078261
1515	1478.994081
1516	1478.950526
1517	1478.873094
1518	1478.612541
1519	1478.452929
1520	1478.377191
1521	1478.18865
1522	1478.069997
1523	1478.02581
1524	1477.86407
1525	1477.712075
1526	1477.608821
1527	1477.516193
1528	1477.440762
1529	1477.437974
1530	1477.235128
1531	1477.231353
1532	1477.124191
1533	1476.886727
1534	1476.837787
1535	1476.788932
1536	1476.742032
1537	1476.683308
1538	1476.648255
1539	1476.327516
1540	1476.234606
1541	1476.203044
1542	1476.07191
1543	1476.011374
1544	1475.911889
1545	1475.709581
1546	1475.602409
1547	1475.503023
1548	1475.446187
1549	1475.300022
1550	1475.193026
1551	1475.053196
1552	1474.835731
1553	1474.832551
1554	1474.778965
1555	1474.734298
1556	1474.699258
1557	1474.610567
1558	1474.48381
1559	1474.355161
1560	1474.320877
1561	1474.262176
1562	1474.22426
1563	1474.114429
1564	1473.974977
1565	1473.800722
1566	1473.594459
1567	1473.456105
1568	1472.958721
1569	1472.940462
1570	1472.761653
1571	1472.564533
1572	1472.44752
1573	1472.418295
1574	1472.335558
1575	1472.298309
1576	1472.165812
1577	1471.998547
1578	1471.652853
1579	1471.636208
1580	1471.577753
1581	1471.464999
1582	1471.410834
1583	1471.371221
1584	1471.072365
1585	1471.042446
1586	1470.813855
1587	1470.718479
1588	1470.52041
1589	1470.329834
1590	1470.15207
1591	1470.018212
1592	1469.934012
1593	1469.767906
1594	1469.533468
1595	1469.502968
1596	1469.283503
1597	1469.266051
1598	1469.196698
1599	1469.097672
1600	1469.017546
1601	1468.729797
1602	1468.546654
1603	1468.328926
1604	1467.986822
1605	1467.974673
1606	1467.856344
1607	1467.794779
1608	1467.732298
1609	1467.662948
1610	1467.641957
1611	1467.595821
1612	1467.368955
1613	1467.189934
1614	1467.041375
1615	1466.95033
1616	1466.796408
1617	1466.765888
1618	1466.719306
1619	1466.293426
1620	1466.030795
1621	1465.723869
1622	1465.563941
1623	1465.305531
1624	1465.249001
1625	1465.211368
1626	1465.003553
1627	1464.918216
1628	1464.815558
1629	1464.761932
1630	1464.605684
1631	1464.516937
1632	1464.392776
1633	1464.34331
1634	1464.301663
1635	1464.270537
1636	1464.063349
1637	1463.977319
1638	1463.893694
1639	1463.87014
1640	1463.778352
1641	1463.53464
1642	1463.491965
1643	1463.322512
1644	1463.28049
1645	1463.181469
1646	1463.170975
1647	1463.070147
1648	1463.002546
1649	1462.813893
1650	1462.743377
1651	1462.663345
1652	1462.508542
1653	1462.448531
1654	1462.349342
1655	1462.294249
1656	1462.236812
1657	1461.998835
1658	1461.928713
1659	1461.757269
1660	1461.634407
1661	1461.56763
1662	1461.433778
1663	1461.315791
